latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
9.61964,-63.7621,312.88,1.4,1.17,2026-01-21,13:10,T,64,6.1NRT,297.13,10.11,D
9.61468,-63.72516,356.65,1.39,1.17,2026-01-21,13:10,T,98,6.1NRT,299.1,116.17,D
9.56071,-63.63292,316.42,1.37,1.16,2026-01-21,13:10,T,71,6.1NRT,298.18,14.09,D
9.22309,-67.72461,323.47,2.79,1.6,2026-01-21,13:10,T,79,6.1NRT,297.09,63.86,D
9.209,-67.72632,334.81,2.79,1.6,2026-01-21,13:10,T,87,6.1NRT,296.69,124.61,D
9.21836,-67.73115,346.3,2.79,1.6,2026-01-21,13:10,T,94,6.1NRT,297.18,214.79,D
8.75894,-68.04949,314.13,2.91,1.63,2026-01-21,13:10,T,65,6.1NRT,294.84,35.18,D
8.45573,-65.63243,315.36,1.85,1.33,2026-01-21,13:10,T,67,6.1NRT,296,18.23,D
8.14621,-65.6413,318.46,1.83,1.32,2026-01-21,13:10,T,62,6.1NRT,295.04,21.94,D
8.13658,-65.6591,321.4,1.83,1.33,2026-01-21,13:10,T,69,6.1NRT,294.74,28.93,D
8.14825,-65.63153,317.44,1.82,1.32,2026-01-21,13:10,T,62,6.1NRT,295,17.78,D
8.13876,-65.64927,346.63,1.83,1.32,2026-01-21,13:10,T,94,6.1NRT,295.66,116.39,D
8.13658,-65.633,326.77,1.82,1.32,2026-01-21,13:10,T,81,6.1NRT,294.63,41.18,D
7.73946,-64.89551,311.22,1.58,1.24,2026-01-21,13:10,T,61,6.1NRT,291.05,12.65,D
7.82745,-69.49585,316.63,3.68,1.8,2026-01-21,13:10,T,72,6.1NRT,291.5,59.22,D
6.91564,-63.49904,310.9,1.24,1.11,2026-01-21,13:10,T,65,6.1NRT,293.17,8.94,D
7.44247,-68.0012,309.72,2.75,1.59,2026-01-21,13:10,T,44,6.1NRT,293.88,21.37,D
7.16122,-68.123,312.33,2.79,1.6,2026-01-21,13:10,T,63,6.1NRT,293.35,25.96,D
6.79621,-68.11921,313.64,2.75,1.59,2026-01-21,13:10,T,67,6.1NRT,293.43,28.78,D
6.79145,-68.127,328.93,2.75,1.59,2026-01-21,13:10,T,84,6.1NRT,293.62,96.92,D
6.60088,-67.57515,310.71,2.47,1.51,2026-01-21,13:10,T,61,6.1NRT,293.87,15.81,D
5.77372,-66.33437,311.54,1.9,1.35,2026-01-21,13:10,T,55,6.1NRT,291.44,14.2,D
4.77499,-65.31117,318.04,1.53,1.22,2026-01-21,13:10,T,76,6.1NRT,293.57,21.76,D
3.32777,-60.05927,315.4,1.05,1.02,2026-01-21,13:10,T,66,6.1NRT,292.29,7.51,D
2.92139,-60.95029,302.84,1.01,1,2026-01-21,13:10,T,34,6.1NRT,275.13,4.59,D
-16.3234,-58.81132,309.95,2.29,1.46,2026-01-21,13:14,T,56,6.1NRT,294.41,14.8,D
-23.19523,-61.29572,310.82,1.85,1.33,2026-01-21,13:16,T,62,6.1NRT,297.8,16.3,D
-23.49366,-56.64704,314.74,4.14,1.88,2026-01-21,13:16,T,64,6.1NRT,295.88,53.9,D
-23.48871,-56.64122,316.57,4.14,1.88,2026-01-21,13:16,T,71,6.1NRT,296.38,67.17,D
-23.12215,-60.10545,319.6,2.26,1.46,2026-01-21,13:16,T,75,6.1NRT,299.1,41.58,D
-23.12003,-60.1271,316.49,2.25,1.45,2026-01-21,13:16,T,71,6.1NRT,299.22,33.92,D
-21.76951,-58.94287,307.54,2.65,1.56,2026-01-21,13:16,T,24,6.1NRT,295.55,15.94,D
-21.76401,-58.93538,307.82,2.65,1.56,2026-01-21,13:16,T,38,6.1NRT,295.37,15.32,D
-21.30911,-61.75977,310.05,1.62,1.25,2026-01-21,13:16,T,58,6.1NRT,298.89,10.35,D
-21.30738,-61.77505,312.03,1.61,1.25,2026-01-21,13:16,T,63,6.1NRT,298.17,13.61,D
-20.52906,-59.30713,315.43,2.4,1.49,2026-01-21,13:16,T,59,6.1NRT,298.74,28.47,D
-20.51962,-59.30056,315.41,2.4,1.49,2026-01-21,13:16,T,69,6.1NRT,298.5,30.35,D
-20.51728,-59.32305,311.2,2.39,1.49,2026-01-21,13:16,T,60,6.1NRT,298.75,18.33,D
-20.54473,-58.33736,322.18,2.84,1.61,2026-01-21,13:16,T,77,6.1NRT,297,62.77,D
-20.54225,-58.36403,358.39,2.83,1.61,2026-01-21,13:16,T,99,6.1NRT,298.15,345.64,D
-20.52797,-58.36256,324.52,2.83,1.61,2026-01-21,13:16,T,80,6.1NRT,297.33,75.21,D
-20.53892,-58.35675,368,2.83,1.61,2026-01-21,13:16,T,100,6.1NRT,298.95,475.02,D
-20.53628,-58.38324,318.15,2.82,1.6,2026-01-21,13:16,T,73,6.1NRT,297.01,46.5,D
-20.3454,-57.87836,322.61,3.06,1.66,2026-01-21,13:16,T,57,6.1NRT,298.37,50.35,D
-19.67838,-56.9247,315.66,3.55,1.77,2026-01-21,13:16,T,15,6.1NRT,296.25,44.99,D
-19.6598,-56.95622,347.23,3.53,1.77,2026-01-21,13:16,T,94,6.1NRT,296.31,296.26,D
-19.65695,-56.98907,348.65,3.51,1.76,2026-01-21,13:16,T,95,6.1NRT,294.58,315.13,D
-19.67129,-56.88534,321.45,3.57,1.77,2026-01-21,13:16,T,57,6.1NRT,296,74.86,D
-19.66509,-56.95156,339.44,3.53,1.77,2026-01-21,13:16,T,90,6.1NRT,295.54,214.64,D
-19.662,-56.98439,350.59,3.51,1.76,2026-01-21,13:16,T,96,6.1NRT,293.19,345.44,D
-19.6494,-56.95008,322.19,3.53,1.77,2026-01-21,13:16,T,40,6.1NRT,296.16,77.53,D
-19.64635,-56.9829,322.75,3.51,1.76,2026-01-21,13:16,T,69,6.1NRT,295.22,85,D
-19.45428,-57.24664,327.24,3.34,1.72,2026-01-21,13:16,T,48,6.1NRT,293.81,99.67,D
-19.45152,-57.27763,382.81,3.32,1.72,2026-01-21,13:16,T,100,6.1NRT,292.96,896.91,D
-19.44877,-57.30846,344.77,3.3,1.72,2026-01-21,13:16,T,93,6.1NRT,292.96,256.54,D
-19.43353,-57.30692,347.26,3.3,1.72,2026-01-21,13:16,T,83,6.1NRT,298.2,268.04,D
-19.45396,-57.27235,376.68,3.32,1.72,2026-01-21,13:16,T,100,6.1NRT,290.71,749.7,D
-19.45099,-57.30316,350.73,3.3,1.72,2026-01-21,13:16,T,96,6.1NRT,292.08,316.66,D
-19.43868,-57.27085,330.46,3.32,1.72,2026-01-21,13:16,T,41,6.1NRT,298.91,112.17,D
-19.43575,-57.30165,363.64,3.3,1.72,2026-01-21,13:16,T,94,6.1NRT,298.9,493.89,D
-17.16442,-61.60257,308.02,1.46,1.19,2026-01-21,13:16,T,51,6.1NRT,295.65,6.59,D
-23.79969,-59.13044,308.74,2.73,1.58,2026-01-21,13:16,T,58,6.1NRT,298.02,23.14,D
-16.89784,-62.17759,307.91,1.32,1.14,2026-01-21,13:16,T,52,6.1NRT,293.69,6.12,D
-30.30606,-61.23482,307.78,2.31,1.47,2026-01-21,13:18,T,51,6.1NRT,296.47,12.49,D
-25.11773,-64.1283,308.79,1.28,1.12,2026-01-21,13:18,T,57,6.1NRT,294.39,6.36,D
-26.79428,-60.43226,311.81,2.39,1.49,2026-01-21,13:18,T,35,6.1NRT,298.03,20.6,D
-27.57802,-64.12826,310.76,1.37,1.16,2026-01-21,13:18,T,41,6.1NRT,294.8,8.5,D
-27.57445,-64.13432,310.81,1.37,1.16,2026-01-21,13:18,T,43,6.1NRT,294.96,8.73,D
-27.82893,-64.05589,307.14,1.39,1.17,2026-01-21,13:18,T,50,6.1NRT,294.75,6.59,D
-27.92849,-63.88922,308.67,1.43,1.18,2026-01-21,13:18,T,56,6.1NRT,294.68,7.93,D
-28.30332,-64.18018,311.39,1.39,1.17,2026-01-21,13:18,T,46,6.1NRT,294.93,9.21,D
-28.61984,-61.28806,306.7,2.19,1.43,2026-01-21,13:18,T,38,6.1NRT,296.62,11.91,D
-29.27735,-65.05962,309.8,1.27,1.12,2026-01-21,13:18,T,56,6.1NRT,296.76,6.25,D
-30.42235,-64.34985,309.1,1.44,1.19,2026-01-21,13:18,T,44,6.1NRT,296.68,6.42,D
-32.82274,-61.39695,310.3,2.42,1.5,2026-01-21,13:20,T,54,6.1NRT,296.54,17.77,D
-32.69935,-62.10574,308.88,2.15,1.43,2026-01-21,13:20,T,7,6.1NRT,297.23,12.92,D
-32.65637,-62.30422,307.89,2.09,1.41,2026-01-21,13:20,T,44,6.1NRT,297.59,13.36,D
-31.89393,-61.85241,309.04,2.19,1.44,2026-01-21,13:20,T,50,6.1NRT,296.63,16.1,D
-31.6582,-64.42352,310.02,1.48,1.2,2026-01-21,13:20,T,40,6.1NRT,297.04,7.74,D
-31.45143,-60.93004,310.11,2.51,1.52,2026-01-21,13:20,T,56,6.1NRT,296.18,17.97,D
-31.25395,-61.47492,312.17,2.29,1.46,2026-01-21,13:20,T,42,6.1NRT,296.23,18.12,D
-31.25196,-61.49864,312.83,2.28,1.46,2026-01-21,13:20,T,45,6.1NRT,296.23,19.91,D
-32.80809,-70.95319,307.3,1.04,1.02,2026-01-21,13:20,T,15,6.1NRT,289.79,5.22,D
-33.90034,-61.09383,309.09,2.61,1.55,2026-01-21,13:20,T,51,6.1NRT,295.77,17.41,D
-33.89386,-60.566,310.95,2.83,1.61,2026-01-21,13:20,T,54,6.1NRT,295.38,19.04,D
-33.45647,-61.48544,308.61,2.43,1.5,2026-01-21,13:20,T,47,6.1NRT,295.47,17.72,D
-33.34888,-60.20076,311.16,2.96,1.64,2026-01-21,13:20,T,20,6.1NRT,295.75,18.38,D
-33.25059,-60.3049,311.52,2.9,1.62,2026-01-21,13:20,T,40,6.1NRT,297.15,20.74,D
-33.05601,-61.17479,309.2,2.52,1.53,2026-01-21,13:20,T,28,6.1NRT,295.86,14.54,D
-33.04234,-61.17344,311.12,2.52,1.53,2026-01-21,13:20,T,59,6.1NRT,295.09,20.11,D
-33.04882,-61.16858,312.25,2.52,1.53,2026-01-21,13:20,T,29,6.1NRT,295.26,20.17,D
-32.75652,-64.3383,311.08,1.54,1.22,2026-01-21,13:20,T,54,6.1NRT,299.31,8.72,D
-32.64627,-65.16334,318.78,1.37,1.16,2026-01-21,13:20,T,70,6.1NRT,302.83,15.98,D
-32.81803,-61.40189,310.47,2.42,1.5,2026-01-21,13:20,T,24,6.1NRT,296.41,15.73,D
-35.12627,-60.47075,307.85,2.96,1.64,2026-01-21,13:20,T,37,6.1NRT,296.49,17.96,D
-34.93962,-58.41264,312.85,4.03,1.86,2026-01-21,13:20,T,64,6.1NRT,300.19,39.79,D
-34.64832,-60.46398,308.16,2.93,1.63,2026-01-21,13:20,T,42,6.1NRT,295.71,19.4,D
-34.588,-60.94899,310.81,2.71,1.58,2026-01-21,13:20,T,37,6.1NRT,294.53,22.9,D
-33.92355,-64.39011,312.92,1.58,1.24,2026-01-21,13:20,T,36,6.1NRT,299.92,6.85,D
-33.3539,-68.37872,327.08,1.03,1.01,2026-01-21,13:20,T,79,6.1NRT,305.89,14.49,D
-33.35245,-68.38963,323.29,1.03,1.01,2026-01-21,13:20,T,74,6.1NRT,306.72,9.97,D
-37.72172,-72.23798,304.7,1.03,1.02,2026-01-21,13:22,T,32,6.1NRT,293.31,3.68,D
-37.48177,-73.33177,302.84,1.11,1.05,2026-01-21,13:22,T,23,6.1NRT,291.93,4.39,D
-37.47972,-73.34412,303.98,1.12,1.05,2026-01-21,13:22,T,32,6.1NRT,292.54,5.09,D
-36.87518,-72.95602,309.42,1.1,1.05,2026-01-21,13:22,T,39,6.1NRT,290.17,9.01,D
-36.84503,-72.86692,315.91,1.09,1.04,2026-01-21,13:22,T,74,6.1NRT,289.58,14.92,D
-36.78214,-72.62266,311.01,1.07,1.03,2026-01-21,13:22,T,60,6.1NRT,294.78,7.38,D
-36.76761,-72.59478,334.97,1.07,1.03,2026-01-21,13:22,T,88,6.1NRT,296.4,34.95,D
-36.76572,-72.60654,332.96,1.07,1.03,2026-01-21,13:22,T,87,6.1NRT,293.63,30.89,D
-36.75846,-72.59261,309.52,1.07,1.03,2026-01-21,13:22,T,46,6.1NRT,294.79,6.75,D
-36.75278,-72.62786,318.94,1.08,1.04,2026-01-21,13:22,T,73,6.1NRT,295.76,15.17,D
-36.74993,-72.46882,304.64,1.06,1.03,2026-01-21,13:22,T,19,6.1NRT,294.58,2.93,D
-35.0391,-63.01197,310.47,2,1.38,2026-01-21,13:22,T,44,6.1NRT,297.01,12.2,D
-42.6925,-71.57989,328.65,1.01,1,2026-01-21,13:25,T,83,6.1NRT,293.63,26.02,D
-42.70071,-71.58766,325.07,1.01,1,2026-01-21,13:25,T,80,6.1NRT,296.14,21.76,D
-42.70233,-71.57576,311.24,1.01,1,2026-01-21,13:25,T,60,6.1NRT,296.2,8.55,D
-42.7526,-71.81355,307.45,1.01,1,2026-01-21,13:25,T,40,6.1NRT,290.84,6.64,D
-42.76745,-71.77352,343.18,1.01,1,2026-01-21,13:25,T,87,6.1NRT,296.49,48.38,D
-42.7763,-71.77617,332.31,1.01,1,2026-01-21,13:25,T,81,6.1NRT,290.96,31.19,D
-45.58333,-72.06227,305.51,1.02,1.01,2026-01-21,13:25,T,43,6.1NRT,293.29,5.72,D
-45.58501,-72.04941,305.86,1.02,1.01,2026-01-21,13:25,T,43,6.1NRT,293.49,6.21,D
-42.26699,-71.52582,377.14,1.01,1,2026-01-21,13:25,T,100,6.1NRT,304.14,142.04,D
-42.26861,-71.51402,437.02,1.01,1,2026-01-21,13:25,T,100,6.1NRT,318.72,562.12,D
-42.27022,-71.50222,331.95,1.01,1,2026-01-21,13:25,T,85,6.1NRT,289.56,29.34,D
-42.27588,-71.52811,361.24,1.01,1,2026-01-21,13:25,T,100,6.1NRT,291.93,89.29,D
-42.27753,-71.51601,435.62,1.01,1,2026-01-21,13:25,T,100,6.1NRT,299.46,547.47,D
-42.27916,-71.50407,328.1,1.01,1,2026-01-21,13:25,T,82,6.1NRT,287.68,24.83,D
-42.58602,-71.68488,312.3,1.01,1,2026-01-21,13:25,T,47,6.1NRT,297.28,8.89,D
-42.63204,-71.75249,319.62,1.01,1,2026-01-21,13:25,T,40,6.1NRT,291.33,14.39,D
-42.64091,-71.75484,323.1,1.01,1,2026-01-21,13:25,T,66,6.1NRT,290.64,18.33,D
-42.69408,-71.56814,315.99,1.01,1,2026-01-21,13:25,T,68,6.1NRT,290.89,12.65,D
